titulo,modalidade,numero,ano,situacao,link_pdf
Edital 14/2023: Edital de Processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação- Bacharelado em Gestão Ambiental e Licenciatura em Ciências Biológicas,Eleição,14,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-14-2023-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-bacharelado-em-gestao-ambiental-e-licenciatura-em-ciencias-biologicas/edital-14-eleicao-para-coordenadores-bga-e-bio.pdf/view
Edital 11/2023: Processo de Seleção de Monitores Bolsistas para apoio de estudantes público-alvo da educação inclusiva,Ensino,11,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-11-2023-processo-de-selecao-de-monitores-bolsistas-para-apoio-de-estudantes-publico-alvo-da-educacao-inclusiva/edital-2023-monitoria-inclusiva.pdf/view
Edital 10/2023: Seleção de Projetos de Monitoria,Ensino,10,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-10-2023-selecao-de-projetos-de-monitoria/edital-2023-projeto-de-monitoria-1.pdf/view
Edital 23/2023: Edital de Processo de escolha de coordenadores e vice-coordenadores do curso de graduação em Tecnologia em Gestão de Turismo,Eleição,23,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-23-2023-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-do-curso-de-graduacao-em-tecnologia-em-gestao-de-turismo/edital-23-eleicao-para-coordenadores-tur.pdf/view
Oferta Pública Nº. 01 / 2023,Chamada Pública,1,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/chamada-publica/oferta-publica-no-01-2023/2-edital-final-da-oferta-publica-01-2023-1.pdf/view
Edital de referência nº 28/2022 -  Processo de seleção de bolsista discente para o projeto “Malungu nagoma vem!”: para além das Cotas no Campus Barbacena,Ensino,28,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-de-referencia-no-28-2022-processo-de-selecao-de-bolsista-discente-para-o-projeto-201cmalungu-nagoma-vem-201d-para-alem-das-cotas-no-campus-barbacena/edital_bolsista_assinado.pdf/view
Edital de referência nº 28/2022: seleção de bolsista para o Projeto Em conto com a literatura afro-brasileira: clube de leitura on-line,Ensino,28,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-de-referencia-no-28-2022-selecao-de-bolsista-para-o-projeto-em-conto-com-a-literatura-afro-brasileira-clube-de-leitura-on-line/edital_bolsista_af_2023_assinado-1.pdf/view
Edital 22/23: VII Festival de Dança do IF Sudeste de Minas Gerais - Campus Barbacena “IFlashback: Uma viagem no tempo”,Extensão,22,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2023/edital-22-23-vii-festival-de-danca-do-if-sudeste-de-minas-gerais-campus-barbacena-201ciflashback-uma-viagem-no-tempo201d/edital_do_festival_de_danca_2023_assinado_assinado_-1-_assinado.pdf/view
2023/15: IX FEIRA CIENTÍFICA DE BARBACENA (IX FECIB),Extensão,15,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/15-2023-ix-feira-cientifica-de-barbacena-ix-fecib/edital_ix_fecib_2023-docx_assinado_assinado.pdf/view
"2023/21: Edital para eleição de discentes - titulares e suplentes - para compor os colegiados dos cursos técnicos concomitantes e subsequentes do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena",Eleição,21,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/21-2023-edital-para-eleicao-de-discentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-tecnicos-concomitantes-e-subsequentes-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-conc_sub-21.pdf/view
"2023/20: Edital para eleição de discentes - titulares e suplentes - para compor os colegiados dos cursos técnicos integrados do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena",Eleição,20,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/20-2023-edital-para-eleicao-de-discentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-tecnicos-integrados-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-integrado-20.pdf/view
"2023/19: Edital para eleição de docentes - titulares e suplentes - para compor os colegiados dos cursos técnicos integrados do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena",Eleição,19,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/19-2023-edital-para-eleicao-de-docentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-tecnicos-integrados-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-docentes-19.pdf/view
EDITAL Nº 12 /2023: Processo de seleção para o Programa de atendimento aos estudantes em baixa condição socioeconômica do IF Sudeste MG - Campus Barbacena 1º  semestre letivo de 2023,Assistência Estudantil,12,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2023/edital-no-12-2023-processo-de-selecao-para-o-programa-de-atendimento-aos-estudantes-em-baixa-condicao-socioeconomica-do-if-sudeste-mg-campus-barbacena-1o-semestre-letivo-de-2023/edital-2023-barbacena-docx.pdf/view
"2023/17: Edital para eleição de docentes - titulares e suplentes - para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena",Eleição,17,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/17-2023-edital-para-eleicao-de-docentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-17-membros-docente-do-colegiado-2023.pdf/view
"2023/16: Edital para eleição de discentes - titulares e suplentes - para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais -  Campus Barbacena",Eleição,16,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/16-2023-edital-para-eleicao-de-discentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena-1/edital-16-membros-discentes-do-colegiado-2023.pdf/view
Edital 14/2023: Edital de Processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação- Bacharelado em Gestão Ambiental e Licenciatura em Ciências Biológicas,Eleição,14,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-14-2023-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-bacharelado-em-gestao-ambiental-e-licenciatura-em-ciencias-biologicas/edital-14-eleicao-para-coordenadores-bga-e-bio.pdf/view
Edital 11/2023: Processo de Seleção de Monitores Bolsistas para apoio de estudantes público-alvo da educação inclusiva,Ensino,11,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-11-2023-processo-de-selecao-de-monitores-bolsistas-para-apoio-de-estudantes-publico-alvo-da-educacao-inclusiva/edital-2023-monitoria-inclusiva.pdf/view
Edital 10/2023: Seleção de Projetos de Monitoria,Ensino,10,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-10-2023-selecao-de-projetos-de-monitoria/edital-2023-projeto-de-monitoria-1.pdf/view
Edital nº 09/2023: Seleção para as vagas ociosas para os Cursos de Técnicos do Processo Seletivo 2023/1 do IF Sudeste MG - Campus Barbacena,Ensino,9,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-no-09-2023-selecao-para-as-vagas-ociosas-para-os-cursos-de-tecnicos-do-processo-seletivo-2023-1-do-if-sudeste-mg-campus-barbacena/edital-de-vagas-ociosas-com-cota-e-parte-online-cursos-tecnicos-docx.pdf/view
Edital nº 08/2023: Seleção para as vagas ociosas para os Cursos de Graduação do Processo Seletivo 2023/1 do IF Sudeste MG - Campus Barbacena,Ensino,8,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-no-08-2023-selecao-para-as-vagas-ociosas-para-os-cursos-de-graduacao-do-processo-seletivo-2023-1-do-if-sudeste-mg-campus-barbacena/proposta-de-edital-de-vagas-ociosas-com-cota-e-todo-presencial-2023-cursos-graduacao-docx.pdf/view
Edital 06/2023: Edital  de Seleção para vagas ociosas do Processo Seletivo 2023/1 para o Curso de Pós-graduação em Planejamento e Gestão de Áreas Naturais Protegidas do IF Sudeste MG - Campus  Barbacena.,"Pesquisa, Inovação e Pós-graduação",6,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-06-2023-edital-de-selecao-para-vagas-ociosas-do-processo-seletivo-2023-1-para-o-curso-de-pos-graduacao-em-planejamento-e-gestao-de-areas-naturais-protegidas-do-if-sudeste-mg-campus-barbacena/edital-no-06_2023-vagas-ociosas-cursos-de-pos-graduacao-versao-08_02.pdf/view
2023/05: Seleção Estágio Remunerado não obrigatório,Concurso - Estágio Remunerado,5,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/edital-ndeg05-2023-selecao-estagio-remunerado-nao-obrigatorio/edital-05-2023-selecao-de-estagio-remunerado-nao-obrigatorio.pdf/view
"Edital Nº 37/2022: Edital para escolha dos coordenadores(as) e vice-coordenadores(as) dos cursos da educação profissional técnica de nível médio: enfermagem, informática e meio ambiente",Eleição,37,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-37-2022-edital-para-escolha-dos-coordenadores-as-e-vice-coordenadores-as-dos-cursos-da-educacao-profissional-tecnica-de-nivel-medio-enfermagem-informatica-e-meio-ambiente/edital-2022-eleicao-coordenador-cursos-tecnicos-docx-1.pdf/view
Edital 33 - para Registro e Acompanhamento de Programas e Projetos de Extensão Curricularizados - 2022/2024 - Campus Barbacena,Extensão,33,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-33-para-registro-e-acompanhamento-de-programas-e-projetos-de-extensao-curricularizados-2022-2024-campus-barbacena-1/edital_33_-_para_registro_e_acompanhamento_de_projetos_e_programas_de_extensao_curricularizados_29_assinado-pronto.pdf/view
"Edital 35/2022: Edital de Processo de Escolha de Coordenadores e Vice - coordenadores dos cursos de graduação Bacharelado em Administração, Bacharelado em Nutrição, Licenciatura em Educação Física, Tecnologia em Gestão Ambiental e Tecnologia em Sistemas para Internet do Campus Barbacena.",Eleição,35,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-35-2022-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-bacharelado-em-administracao-bacharelado-em-nutricao-licenciatura-em-educacao-fisica-tecnologia-em-gestao-ambiental-e-tecnologia-em-sistemas-para/edital-35-eleicao-para-coordenadores-de-curso.pdf/view
Seleção de alunos para Atuação no âmbito do Projeto Seroepe (referente ao Edital 18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-referente-ao-edital-18-2022-1/edital-2_selecao-aluno-bolsista-docx.pdf/view
EDITAL Nº 36/2022: edital para  escolha do Coordenador e Vice-Coordenador(a) do Curso Técnico em Agropecuária integrado ao Ensino Médio,Eleição,36,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-36-2022-edital-para-escolha-do-coordenador-e-vice-coordenador-a-do-curso-tecnico-em-agropecuaria-integrado-ao-ensino-medio/edital-2022-eleicao-coordenador-da-agropecuaria-docx.pdf/view
2022/34: 3º Concurso de fotografias e desenhos Biblioteca Roberval Cardoso,Ensino,34,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/34-2022-3o-concurso-de-fotografias-e-desenhos-biblioteca-roberval-cardoso/regulamento-do-concurso-de-fotos-e-desenhos-da-semana-do-livro-e-da-biblioteca.pdf/view
Edital 29/2022: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação,Ensino,29,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-29-2022-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao/anexo-i-1-2023.docx/view
"EDITAL Nº 30/2022: Edital para eleição de discentes - titulares e suplentes - para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena.",Eleição,30,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-30-2022-edital-para-eleicao-de-discentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-30-colegiado-cursos-de-graduacao.pdf/view
"Seleção de bolsista de iniciação científica (referente ao Edital 16/2022 – PROPPI do PIBIC-FAPEMIG, PIBIC- IF Sudeste MG, PIBIC Af- IF Sudeste MG e PIVICGrad-IF Sudeste MG – 2022/2023)","Pesquisa, Inovação e Pós-graduação",16,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-de-iniciacao-cientifica-referente-ao-edital-16-2022-2013-proppi-do-pibic-fapemig-pibic-if-sudeste-mg-pibic-af-if-sudeste-mg-e-pivicgrad-if-sudeste-mg-2013-2022-2023/formulario_f-11_assinado-1.pdf/view
Edital 32/2022: Sorteio: Divulgação do Processo Seletivo IF Sudeste MG - Campus Barbacena 2023/1,Ensino,32,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-32-2022-sorteio-divulgacao-do-processo-seletivo-if-sudeste-mg-campus-barbacena-2023-1/regulamento-sorteio-smartphone.pdf/view
Concurso de Fotografia - Sempre IF: memórias através das lentes,Extensão,31,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/concurso-de-fotografia-sempre-if-memorias-atraves-das-lentes/edital_do_concurso_de_fotografia_-_publicar_assinado-1.pdf/view
Edital nº 09/2023: Seleção para as vagas ociosas para os Cursos de Técnicos do Processo Seletivo 2023/1 do IF Sudeste MG - Campus Barbacena,Ensino,9,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-no-09-2023-selecao-para-as-vagas-ociosas-para-os-cursos-de-tecnicos-do-processo-seletivo-2023-1-do-if-sudeste-mg-campus-barbacena/edital-de-vagas-ociosas-com-cota-e-parte-online-cursos-tecnicos-docx.pdf/view
Edital nº 08/2023: Seleção para as vagas ociosas para os Cursos de Graduação do Processo Seletivo 2023/1 do IF Sudeste MG - Campus Barbacena,Ensino,8,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2023/edital-no-08-2023-selecao-para-as-vagas-ociosas-para-os-cursos-de-graduacao-do-processo-seletivo-2023-1-do-if-sudeste-mg-campus-barbacena/proposta-de-edital-de-vagas-ociosas-com-cota-e-todo-presencial-2023-cursos-graduacao-docx.pdf/view
Edital 06/2023: Edital  de Seleção para vagas ociosas do Processo Seletivo 2023/1 para o Curso de Pós-graduação em Planejamento e Gestão de Áreas Naturais Protegidas do IF Sudeste MG - Campus  Barbacena.,"Pesquisa, Inovação e Pós-graduação",6,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-06-2023-edital-de-selecao-para-vagas-ociosas-do-processo-seletivo-2023-1-para-o-curso-de-pos-graduacao-em-planejamento-e-gestao-de-areas-naturais-protegidas-do-if-sudeste-mg-campus-barbacena/edital-no-06_2023-vagas-ociosas-cursos-de-pos-graduacao-versao-08_02.pdf/view
2023/05: Seleção Estágio Remunerado não obrigatório,Concurso - Estágio Remunerado,5,2.023,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/edital-ndeg05-2023-selecao-estagio-remunerado-nao-obrigatorio/edital-05-2023-selecao-de-estagio-remunerado-nao-obrigatorio.pdf/view
"Edital Nº 37/2022: Edital para escolha dos coordenadores(as) e vice-coordenadores(as) dos cursos da educação profissional técnica de nível médio: enfermagem, informática e meio ambiente",Eleição,37,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-37-2022-edital-para-escolha-dos-coordenadores-as-e-vice-coordenadores-as-dos-cursos-da-educacao-profissional-tecnica-de-nivel-medio-enfermagem-informatica-e-meio-ambiente/edital-2022-eleicao-coordenador-cursos-tecnicos-docx-1.pdf/view
Edital 33 - para Registro e Acompanhamento de Programas e Projetos de Extensão Curricularizados - 2022/2024 - Campus Barbacena,Extensão,33,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-33-para-registro-e-acompanhamento-de-programas-e-projetos-de-extensao-curricularizados-2022-2024-campus-barbacena-1/edital_33_-_para_registro_e_acompanhamento_de_projetos_e_programas_de_extensao_curricularizados_29_assinado-pronto.pdf/view
"Edital 35/2022: Edital de Processo de Escolha de Coordenadores e Vice - coordenadores dos cursos de graduação Bacharelado em Administração, Bacharelado em Nutrição, Licenciatura em Educação Física, Tecnologia em Gestão Ambiental e Tecnologia em Sistemas para Internet do Campus Barbacena.",Eleição,35,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-35-2022-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-bacharelado-em-administracao-bacharelado-em-nutricao-licenciatura-em-educacao-fisica-tecnologia-em-gestao-ambiental-e-tecnologia-em-sistemas-para/edital-35-eleicao-para-coordenadores-de-curso.pdf/view
Seleção de alunos para Atuação no âmbito do Projeto Seroepe (referente ao Edital 18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-referente-ao-edital-18-2022-1/edital-2_selecao-aluno-bolsista-docx.pdf/view
EDITAL Nº 36/2022: edital para  escolha do Coordenador e Vice-Coordenador(a) do Curso Técnico em Agropecuária integrado ao Ensino Médio,Eleição,36,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-36-2022-edital-para-escolha-do-coordenador-e-vice-coordenador-a-do-curso-tecnico-em-agropecuaria-integrado-ao-ensino-medio/edital-2022-eleicao-coordenador-da-agropecuaria-docx.pdf/view
2022/34: 3º Concurso de fotografias e desenhos Biblioteca Roberval Cardoso,Ensino,34,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/34-2022-3o-concurso-de-fotografias-e-desenhos-biblioteca-roberval-cardoso/regulamento-do-concurso-de-fotos-e-desenhos-da-semana-do-livro-e-da-biblioteca.pdf/view
Edital 29/2022: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação,Ensino,29,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-29-2022-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao/anexo-i-1-2023.docx/view
"EDITAL Nº 30/2022: Edital para eleição de discentes - titulares e suplentes - para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Barbacena.",Eleição,30,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-30-2022-edital-para-eleicao-de-discentes-titulares-e-suplentes-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-30-colegiado-cursos-de-graduacao.pdf/view
"Seleção de bolsista de iniciação científica (referente ao Edital 16/2022 – PROPPI do PIBIC-FAPEMIG, PIBIC- IF Sudeste MG, PIBIC Af- IF Sudeste MG e PIVICGrad-IF Sudeste MG – 2022/2023)","Pesquisa, Inovação e Pós-graduação",16,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-de-iniciacao-cientifica-referente-ao-edital-16-2022-2013-proppi-do-pibic-fapemig-pibic-if-sudeste-mg-pibic-af-if-sudeste-mg-e-pivicgrad-if-sudeste-mg-2013-2022-2023/formulario_f-11_assinado-1.pdf/view
Edital 32/2022: Sorteio: Divulgação do Processo Seletivo IF Sudeste MG - Campus Barbacena 2023/1,Ensino,32,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-32-2022-sorteio-divulgacao-do-processo-seletivo-if-sudeste-mg-campus-barbacena-2023-1/regulamento-sorteio-smartphone.pdf/view
Concurso de Fotografia - Sempre IF: memórias através das lentes,Extensão,31,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/concurso-de-fotografia-sempre-if-memorias-atraves-das-lentes/edital_do_concurso_de_fotografia_-_publicar_assinado-1.pdf/view
"Edital nº 28, de 06/10/2022 - Edital de convocação eleitoral para escolha dos representantes dos servidores docentes, técnico-administrativos e discentes no Conselho Superior do IF Sudeste MG.",Eleição,28,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-28-de-06-10-2022-edital-de-convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-no-conselho-superior-do-if-sudeste-mg/edital-no-282022-de-06-de-outubro-de-2022-1-1.pdf/view
"Seleção de bolsista para o Projeto: ""Elaboração de Material Didático Transmídia para o ensino de Biologia Molecular"" (referente ao Edital de Apoio à produção de material em formato digital para atividades de Ensino Nº 10/2022)","Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-para-o-projeto-elaboracao-de-material-didatico-transmidia-para-o-ensino-de-biologia-molecular-referente-ao-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino-no-10-2022/edital_de_selecao_de_bolsista_da_area_de_informatica_para_participacao_no_projeto_producao_de_material_digital_de_biologia_molecular_assinado.pdf/view
Seleção de alunos para consolidação do grupo de teatro Palco (referente ao Edital 18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-consolidacao-do-grupo-de-teatro-palco-referente-ao-edital-18-2022/edital_selecao-de-alunos-para-o-grupo-de-teatro-2022.pdf/view
"Seleção de Bolsista para os projetos de extensão 2022 - Projeto: ""Equipe de atletismo do Campus Barbacena: uma proposta de treinamento para acadêmicos dos cursos superiores"". (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-projeto-equipe-de-atletismo-do-campus-barbacena-uma-proposta-de-treinamento-para-academicos-dos-cursos-superiores-referente-ao-edital-05-2022/inscricao-discente.pdf/view
"Seleção de Bolsista para os projetos de extensão 2022 - Projeto: """"Comemorações do Bicentenário da Independência: práticas extensionistas de arte e ciência na discussão da nacionalidade"". (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-projeto-comemoracoes-do-bicentenario-da-independencia-praticas-extensionistas-de-arte-e-ciencia-na-discussao-da-nacionalidade-referente-ao-edital-05-2022/edital-de-chamada-de-bolsista-discente-proj-bicentenario-1.pdf/view
"Seleção de bolsistas para os projetos de extensão 2022 - Projeto: ""Psicologia, Música e Xadrez - práticas para a promoção da saúde mental.""  (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsistas-para-os-projetos-de-extensao-2022-projeto-psicologia-musica-e-xadrez-praticas-para-a-promocao-da-saude-mental-referente-ao-edital-05-2022/edital_de_chamada_de_bolsista_discente_proj_xadrez_e_musica_assinado.pdf/view
Edital de seleção de colaborador externo para os projetos de extensão aprovados no Edital 05/2022,Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-de-selecao-de-colaborador-externo-para-os-projetos-de-extensao-aprovados-no-edital-05-2022/selecao_bolsista_colaborador_externo_treinamento_29_assinado-1.pdf/view
"Edital de seleção de bolsista para o projeto ""Caracterização qualitativa e quantitativa dos resíduos orgânicos gerados no IF Sudeste MG – campus Barbacena: uma análise do potencial de reaproveitamento e tratamento” aprovado no XIII PROGRAMA INSTITUCIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA - 2022/2023 (PIBIC-FAPEMIG, PIBIC- IF Sudeste MG, PIBIC Af- IF Sudeste MG e PIVIC-Grad-IF Sudeste MG) e de acordo com o EDITAL 16/2022 – PROPPI","Pesquisa, Inovação e Pós-graduação",16,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-selecao-de-bolsista-para-o-caracterizacao-qualitativa-e-quantitativa-dos-residuos-organicos-gerados-no-if-sudeste-mg-2013-campus-barbacena-uma-analise-do-potencial-de-reaproveitamento-e-tratamento201d-aprovado-no-xiii-programa-institucional-de/edital-de-selecao-de-bolsistaana.pdf/view
Seleção de alunos para atuação no âmbito do Projeto SEROEPE  (referente	ao Edital	18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-referente-ao-edital-18-2022/edital_selecao-aluno-bolsista-docx-2.docx/view
2022/04: Edital para seleção de colaborador externo para o Projeto de Extensão IFRUNNERS III,Extensão,4,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/04-2022-edital-para-selecao-de-colaborador-externo-para-o-projeto-de-extensao-ifrunners-iii/selecao_colaborador_externo_if_runners_assinado.pdf/view
"2022/25: EDITAL Nº 25, de 25 de JULHO de 2022 - Seleção de Bolsistas de Monitoria",Ensino,25,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-no-25-de-25-de-julho-de-2022-selecao-de-bolsistas-de-monitoria/edital252022.pdf/view
2022/24: Edital de Processo de seleção de monitores bolsistas para apoio de estudantes público-alvo da educação inclusiva,Ensino,24,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-processo-de-selecao-de-monitores-bolsistas-para-apoio-de-estudantes-publico-alvo-da-educacao-inclusiva/edital-2022-monitoria-inclusiva.pdf/view
2022/23: Edital de Seleção de Projetos de Monitoria,Ensino,23,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-selecao-de-projetos-de-monitoria/edital-2022-projeto-de-monitoria.pdf/view
