titulo,modalidade,numero,ano,situacao,link_pdf
"2022/08: Edital para eleição de discentes – titulares e suplentes – para compor os colegiados dos cursos técnicos integrados ao ensino médio do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena",Eleição,8,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-08-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-integrados-ao-ensino-medio-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-integrado.pdf/view
"2022/02: Edital de Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Projeto Equoterapia""",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-projeto-equoterapia/modelo-edital-de-chamada-de-bolsista-discente-projeto-equoterapia.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Projeto de Vida dos jovens da/na escola: propostas de intervenção a partir da nova lei do ensino médio com ênfase no empreendedorismo""",Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-1/edital-bolsistas-2022.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto “Estratégias Educacionais na alimentação saudável infantil”,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-201cestrategias-educacionais-na-alimentacao-saudavel-infantil201d/modelo-edital-de-chamada-de-bolsista-discente.pdf/view
"2022/02: Edital de Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""A Educação Especial na Perspectiva da Educação Inclusiva: uma parceria com redes municipais de Minas Gerais e São Paulo”",Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-a-educacao-especial-na-perspectiva-da-educacao-inclusiva-uma-parceria-com-redes-municipais-de-minas-gerais-e-sao-paulo201d/edital-de-chamada-de-bolsista-_e_voluntario_discente_assinado.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto “Formação e Articulação: uma vez IF, sempre IF” – 2° edição",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto/edital-de-chamada-de-bolsista-de-extensao-uma-vez-if-sempre-if-1.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Turismo Eco pedagógico: Observação de aves no IF Sudeste MG - Campus Barbacena,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022/edital-chamada-de-bolsistas-projeto-de-extensao-turismo-eco-pedagogico-observacao-de-aves.pdf/view
2022/01: Edital de seleção de colaborador externo para os projetos de extensão aprovados no edital 01/2022 - Campus Barbacena,Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-de-selecao-de-colaborador-externo-para-os-projetos-de-extensao-aprovados-no-edital-01-2022/edital-de-chamada-colaboardor-externo-piaex2022-1_assinado_assinado_assinado_assinado_assinado.pdf/view
2022/01: Edital de prorrogação - Processo de seleção para atendimento emergencial aos estudantes em baixa condição socioeconômica no contexto da pandemia da covid-19 1º semestre de 2021,Assistência Estudantil,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/01-2022-edital-de-prorrogacao-processo-de-selecao-para-atendimento-emergencial-aos-estudantes-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-da-covid-19-1o-semestre-de-2021/edital.pdf/view
2022/02: Chamada pública para seleção de escolas públicas parceiras - Campus Barbacena,Chamada Pública,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/chamada-publica-para-selecao-de-escolas-publicas-parceiras/modelo-de-chamada-publica-selecao-das-escolas-publicas-_assinado.pdf/view
2022/11: Processo de Seleção para o Programa de Atendimento aos Estudantes em Baixa Condição Socioeconômica 1º semestre letivo de 2022,Assistência Estudantil,11,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-11-processo-de-selecao-para-o-programa-de-atendimento-aos-estudantes-em-baixa-condicao-socioeconomica-1o-semestre-letivo-de-2022/edital-assistencia-estudantil-de-11-11-2022-retificado_assinado-1.pdf/view
2022/02: Seleção de Bolsista para os projetos de extensão 2022,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022/edital_de_selecao_para_bolsistas_neabi-campus_barbacena_assinado_assinado.pdf/view
2022/12: VI Festival de Dança do IF Sudeste de Minas Gerais - Campus Barbacena “A dança volta ao IF: o grande musical”,Extensão,12,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/2022-12-vi-festival-de-danca-do-if-sudeste-de-minas-gerais-campus-barbacena-201ca-danca-volta-ao-if-o-grande-musical201d/edital-do-festival-de-danca_2022.pdf/view
2022/10:Edital de Apoio à produção de material em formato digital para atividades de Ensino,"Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2022-10-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino/anexos-editaveis.docx/view
"2022/09:Edital para eleição de discentes – titulares e suplentes – para compor os colegiados dos cursos técnicos concomitantes e subsequentes do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena",Eleição,9,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-09-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-concomitantes-e-subsequentes-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-conc_sub-2.pdf/view
"2022/08: Edital para eleição de discentes – titulares e suplentes – para compor os colegiados dos cursos técnicos integrados ao ensino médio do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena",Eleição,8,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-08-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-integrados-ao-ensino-medio-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-integrado.pdf/view
2022/07: Edital de vagas ociosas - Técnicos subsequentes e concomitantes - Campus Barbacena,Processo Seletivo,7,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/processo-seletivo/2022/edital-de-vagas-ociosas-tecnicos-subsequentes-e-concomitante/edital-de-vagas-ociosas-cursos-tecnicos-barbacena.pdf/view
2022/06: Edital para preenchimento de vagas ociosas - Cursos de Graduação - Campus Barbacena,Processo Seletivo,6,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/processo-seletivo/2022/edital-de-vagas-ociosas-graduacao/edital-de-vagas-ociosas-cursos-graduacao-barbacena.pdf/view
2022/05: Edital  de Chamada de Bolsista para o Projeto do Edital 05/2022,"Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/retificacao-do-edital-de-chamada-de-bolsista-para-o-projeto-do-edital05-2022/edital-prorrogacao-das-inscricoes-1.pdf/view
2022/04: Chamada para seleção de líder de Grupo de Trabalho no âmbito do projeto articulador SEROEPE,"Pesquisa, Inovação e Pós-graduação",4,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/04-2022-chamada-para-selecao-de-lider-de-grupo-de-trabalho-no-ambito-do-projeto-articulador-seroepe/edital-lider-de-grupos-seroepe_2022.pdf/view
2021/24: Edital de Vagas Remanescentes Campus Barbacena,Ensino,24,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/24-2021-edital-de-vagas-remanescentes/edital-24-vagas-remanescentes-01-2022-1.pdf/view
"2021/23: Edital para escolha dos coordenadores e vice-coordenadores dos cursos técnicos em Agroindústria, Hospedagem e Química integrados ao Ensino Médio",Ensino,23,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/23-2021-edital-para-escolha-dos-coordenadores-e-vice-coordenadores-dos-cursos-tecnicos-em-agroindustria-hospedagem-e-quimica-integrados-ao-ensino-medio/edital-2021-eleicao-coordenadores-integrado-docx.pdf/view
2021/16: Edital de seleção de alunos bolsistas e voluntários para Programa de Residência Pedagógica,Ensino,16,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/16-2021-edital-de-selecao-de-alunos-bolsistas-e-voluntarios-para-programa-de-residencia-pedagogica/edital_no-16-2021_residentes_quimica.pdf/view
"2021/22: Edital para eleição de discente para compor os colegiados de Bacharelado em Agronomia, Tecnologia em Gestão Ambiental e Tecnologia em Gestão de Turismo",Ensino,22,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/22-2021-edital-para-eleicao-de-discente-para-compor-os-colegiados-de-bacharelado-em-agronomia-tecnologia-em-gestao-ambiental-e-tecnologia-em-gestao-de-turismo/edital-22-colegiado-cursos-de-graduacao.pdf/view
2021/21: Edital para eleição de discentes para compor o colegiado do curso Técnico em Informática,Ensino,21,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/21-2021-edital-para-eleicao-de-discentes-para-compor-o-colegiado-do-curso-tecnico-em-informatica/edital-21-colegiado-tecnico-em-informatica.pdf/view
2021/11: Resultado da seleção de alunos para atuação no âmbito do Projeto SeroEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/resultado-da-selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe/resultado_selecao-aluno-bolsista-docx-1.pdf/view
2021/20: Resultado final do Edital de apoio aos grupos de trabalho do projeto articulador SeroEPE (modalidade bolsa pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-resultado-final-do-edital-de-apoio-aos-grupos-de-trabalho-do-projeto-articulador-seroepe-modalidade-bolsa-pesquisador-e-bolsa-estudante/resultado-final_oficial_20_2021.pdf/view
2021/20: Resultado provisório do Edital de apoio aos grupos de trabalho do projeto articulador SeroEPE (modalidade bolsa pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-resultado-provisorio-edital-de-apoio/resultado-provisorio_oficial_20_2021.pdf/view
2021/11: Seleção de alunos para atuação no âmbito do projeto SEROEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe/edital_selecao-aluno-bolsista_certo.pdf/view
2021/04: Seleção de bolsista para o projeto “Passando a boiada” do setor cimenteiro: gestão ambiental empresarial e lobby no célere processo de aprovação da resolução CONAMA no 499,"Pesquisa, Inovação e Pós-graduação",4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-para-o-projeto-201cpassando-a-boiada201d-do-setor-cimenteiro-gestao-ambiental-empresarial-e-lobby-no-celere-processo-de-aprovacao-da-resolucao-conama-no-499/aviso-para-selecao-de-bolsista.pdf/view
2021/20: Edital de apoio aos Grupos de Trabalho no âmbito do projeto articulador SEROEPE (modalidades bolsa Pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-edital-de-apoio-aos-grupos-de-trabalho-no-ambito-do-projeto-articulador-seroepe-modalidades-bolsa-pesquisador-e-bolsa-estudante/edital-apoio-aos-grupos-seroepe.pdf/view
2022/07: Edital de vagas ociosas - Técnicos subsequentes e concomitantes - Campus Barbacena,Processo Seletivo,7,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/processo-seletivo/2022/edital-de-vagas-ociosas-tecnicos-subsequentes-e-concomitante/edital-de-vagas-ociosas-cursos-tecnicos-barbacena.pdf/view
2022/06: Edital para preenchimento de vagas ociosas - Cursos de Graduação - Campus Barbacena,Processo Seletivo,6,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/processo-seletivo/2022/edital-de-vagas-ociosas-graduacao/edital-de-vagas-ociosas-cursos-graduacao-barbacena.pdf/view
2022/05: Edital  de Chamada de Bolsista para o Projeto do Edital 05/2022,"Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/retificacao-do-edital-de-chamada-de-bolsista-para-o-projeto-do-edital05-2022/edital-prorrogacao-das-inscricoes-1.pdf/view
2022/04: Chamada para seleção de líder de Grupo de Trabalho no âmbito do projeto articulador SEROEPE,"Pesquisa, Inovação e Pós-graduação",4,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/04-2022-chamada-para-selecao-de-lider-de-grupo-de-trabalho-no-ambito-do-projeto-articulador-seroepe/edital-lider-de-grupos-seroepe_2022.pdf/view
2021/24: Edital de Vagas Remanescentes Campus Barbacena,Ensino,24,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/24-2021-edital-de-vagas-remanescentes/edital-24-vagas-remanescentes-01-2022-1.pdf/view
"2021/23: Edital para escolha dos coordenadores e vice-coordenadores dos cursos técnicos em Agroindústria, Hospedagem e Química integrados ao Ensino Médio",Ensino,23,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/23-2021-edital-para-escolha-dos-coordenadores-e-vice-coordenadores-dos-cursos-tecnicos-em-agroindustria-hospedagem-e-quimica-integrados-ao-ensino-medio/edital-2021-eleicao-coordenadores-integrado-docx.pdf/view
2021/16: Edital de seleção de alunos bolsistas e voluntários para Programa de Residência Pedagógica,Ensino,16,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/16-2021-edital-de-selecao-de-alunos-bolsistas-e-voluntarios-para-programa-de-residencia-pedagogica/edital_no-16-2021_residentes_quimica.pdf/view
"2021/22: Edital para eleição de discente para compor os colegiados de Bacharelado em Agronomia, Tecnologia em Gestão Ambiental e Tecnologia em Gestão de Turismo",Ensino,22,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/22-2021-edital-para-eleicao-de-discente-para-compor-os-colegiados-de-bacharelado-em-agronomia-tecnologia-em-gestao-ambiental-e-tecnologia-em-gestao-de-turismo/edital-22-colegiado-cursos-de-graduacao.pdf/view
2021/21: Edital para eleição de discentes para compor o colegiado do curso Técnico em Informática,Ensino,21,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/21-2021-edital-para-eleicao-de-discentes-para-compor-o-colegiado-do-curso-tecnico-em-informatica/edital-21-colegiado-tecnico-em-informatica.pdf/view
2021/11: Resultado da seleção de alunos para atuação no âmbito do Projeto SeroEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/resultado-da-selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe/resultado_selecao-aluno-bolsista-docx-1.pdf/view
2021/20: Resultado final do Edital de apoio aos grupos de trabalho do projeto articulador SeroEPE (modalidade bolsa pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-resultado-final-do-edital-de-apoio-aos-grupos-de-trabalho-do-projeto-articulador-seroepe-modalidade-bolsa-pesquisador-e-bolsa-estudante/resultado-final_oficial_20_2021.pdf/view
2021/20: Resultado provisório do Edital de apoio aos grupos de trabalho do projeto articulador SeroEPE (modalidade bolsa pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-resultado-provisorio-edital-de-apoio/resultado-provisorio_oficial_20_2021.pdf/view
2021/11: Seleção de alunos para atuação no âmbito do projeto SEROEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe/edital_selecao-aluno-bolsista_certo.pdf/view
2021/04: Seleção de bolsista para o projeto “Passando a boiada” do setor cimenteiro: gestão ambiental empresarial e lobby no célere processo de aprovação da resolução CONAMA no 499,"Pesquisa, Inovação e Pós-graduação",4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-para-o-projeto-201cpassando-a-boiada201d-do-setor-cimenteiro-gestao-ambiental-empresarial-e-lobby-no-celere-processo-de-aprovacao-da-resolucao-conama-no-499/aviso-para-selecao-de-bolsista.pdf/view
2021/20: Edital de apoio aos Grupos de Trabalho no âmbito do projeto articulador SEROEPE (modalidades bolsa Pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",20,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/20-2021-edital-de-apoio-aos-grupos-de-trabalho-no-ambito-do-projeto-articulador-seroepe-modalidades-bolsa-pesquisador-e-bolsa-estudante/edital-apoio-aos-grupos-seroepe.pdf/view
2021/18: Edital de processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação,Ensino,18,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao/edital-de-coordenador-de-curso-graduacao-1.pdf/view
2021/19: Submissão de trabalhos científicos ao XI Simpósio de Pesquisa e Inovação,"Pesquisa, Inovação e Pós-graduação",19,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-19-2021-submissao-de-trabalhos-cientificos-ao-xi-simposio-de-pesquisa-e-inovacao/edital-versao-final-xispi-1.pdf/view
2021/08: Seleção de bolsista para o projeto de ensino “Cotas para quê (quem)? Produzir conhecimento e torná-lo acessível”,Ensino,8,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-08-selecao-de-bolsista-para-o-projeto-de-ensino-201ccotas-para-que-quem-produzir-conhecimento-e-torna-lo-acessivel201d/editalcotas-pra-que.pdf/view
"2021/17: I Mostra Virtual de Dança do IF Sudeste MG - Campus Barbacena ""IF Dance""",Extensão,17,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/2021-17-i-mostra-virtual-de-danca-do-if-sudeste-mg-campus-barbacena-if-dance/edital-da-mostra-virtual-de-danca_2021-docx-1.pdf/view
"2021/17:EDITAL PARA ELEIÇÃO DE DISCENTES – TITULARES E SUPLENTES – PARA COMPOR OS COLEGIADOS DOS CURSOS TÉCNICOS SUBSEQUENTES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS - Campus Barbacena",Ensino,17,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-17-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-subsequentes-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-17-2021-eleicao-colegiado-membros-discentes-subsequente.pdf/view
"2021/01: Edital para seleção de bolsista para o projeto de extensão ""Diálogos e vivências: reflexões para idosos em pandemia"".",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsista-para-o-projeto-de-extensao-dialogos-e-vivencias-reflexoes-para-idosos-em-pandemia/chamada-de-bolsista-de-extensao.pdf/view
2021/16:Inscrições para Projetos de Monitoria,Ensino,16,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-16-inscricoes-para-projetos-de-monitoria/edital-2021-monitoria-anexo-ii.docx/view
2021/15: Processo de seleção de bolsista para projetos de ensino,Ensino,15,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-15-processo-de-selecao-de-bolsista-para-projetos-de-ensino/edital-2021-projetos-de-ensino.pdf/view
2021/14:Processo de seleção de mediador digital para auxílio a estudantes na utilização das tecnologias digitais de informação e comunicação (TDIC’s) durante o ERE no contexto da pandemia da COVID-19,Ensino,14,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-14-processo-de-selecao-de-mediador-digital-para-auxilio-a-estudantes-na-utilizacao-das-tecnologias-digitais-de-informacao-e-comunicacao-tdic2019s-durante-o-ere-no-contexto-da-pandemia-da-covid-19/edital-2021-mediador-digital.pdf/view
2021/13:Processo de seleção de bolsista para monitoria inclusiva,Ensino,13,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-13-processo-de-selecao-de-bolsista-para-monitoria-inclusiva/edital-2021-monitoria-inclusiva.pdf/view
"2021/01: Edital para seleção de colaborador externo do Projeto de Extensão ""Equoterapia em tempos de pandemia II""",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-colaborador-externo-do-projeto-de-extensao-equoterapia-em-tempos-de-pandemia-ii/projeto-de-extensao-renata.pdf/view
2021/01: Edital para seleção de bolsistas do Projeto de Extensão “Equoterapia em tempos de pandemia II”,Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-do-projeto-de-extensao-201cequoterapia-em-tempos-de-pandemia-ii201d/edital-bolsista-2021-equoterapia-tempos-de-pandemia-ii.pdf/view
2021/12: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 2º SEMESTRE DE 2021,Ensino,12,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-12-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-2o-semestre-de-2021/edital-12-vagas-remanescentes-02-2021.pdf/view
2021/01: Edital para seleção de Bolsistas para o projeto“Fala (d)aí que a gente te escuta (d)aqui: intervenção psico-educativa com as egressas do programa mulheres mil em tempos de pandemia da COVID-19”,Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-para-o-projeto201cfala-d-ai-que-a-gente-te-escuta-d-aqui-intervencao-psico-educativa-com-as-egressas-do-programa-mulheres-mil-em-tempos-de-pandemia-da-covid-19201d/anexo-16-modelo-edital-de-chamada-de-bolsista-de-extensao.pdf/view
"2021/01: Edital para seleção de colaborador externo do Projeto de Extensão ""Formação e Articulação: uma vez IF, sempre IF""",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-colaborador-externo-do-projeto-de-extensao-formacao-e-articulacao-uma-vez-if-sempre-if/edital-colaborador-externo.pdf/view
2021/18: Edital de processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação,Ensino,18,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao/edital-de-coordenador-de-curso-graduacao-1.pdf/view
2021/19: Submissão de trabalhos científicos ao XI Simpósio de Pesquisa e Inovação,"Pesquisa, Inovação e Pós-graduação",19,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-19-2021-submissao-de-trabalhos-cientificos-ao-xi-simposio-de-pesquisa-e-inovacao/edital-versao-final-xispi-1.pdf/view
2021/08: Seleção de bolsista para o projeto de ensino “Cotas para quê (quem)? Produzir conhecimento e torná-lo acessível”,Ensino,8,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-08-selecao-de-bolsista-para-o-projeto-de-ensino-201ccotas-para-que-quem-produzir-conhecimento-e-torna-lo-acessivel201d/editalcotas-pra-que.pdf/view
"2021/17: I Mostra Virtual de Dança do IF Sudeste MG - Campus Barbacena ""IF Dance""",Extensão,17,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/2021-17-i-mostra-virtual-de-danca-do-if-sudeste-mg-campus-barbacena-if-dance/edital-da-mostra-virtual-de-danca_2021-docx-1.pdf/view
"2021/17:EDITAL PARA ELEIÇÃO DE DISCENTES – TITULARES E SUPLENTES – PARA COMPOR OS COLEGIADOS DOS CURSOS TÉCNICOS SUBSEQUENTES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS - Campus Barbacena",Ensino,17,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-17-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-subsequentes-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-campus-barbacena/edital-17-2021-eleicao-colegiado-membros-discentes-subsequente.pdf/view
"2021/01: Edital para seleção de bolsista para o projeto de extensão ""Diálogos e vivências: reflexões para idosos em pandemia"".",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsista-para-o-projeto-de-extensao-dialogos-e-vivencias-reflexoes-para-idosos-em-pandemia/chamada-de-bolsista-de-extensao.pdf/view
2021/16:Inscrições para Projetos de Monitoria,Ensino,16,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-16-inscricoes-para-projetos-de-monitoria/edital-2021-monitoria-anexo-ii.docx/view
2021/15: Processo de seleção de bolsista para projetos de ensino,Ensino,15,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-15-processo-de-selecao-de-bolsista-para-projetos-de-ensino/edital-2021-projetos-de-ensino.pdf/view
